,date,reading,warning
3623,2019-09-03 12:00:00,29, Good
3624,2019-09-03 13:01:00,25, Good
3625,2019-09-03 14:00:00,23, Good
3626,2019-09-03 15:01:00,22, Good
3627,2019-09-03 16:01:00,19, Good
3628,2019-09-03 17:01:00,16, Good
3629,2019-09-03 18:01:00,18, Good
3630,2019-09-03 19:00:00,18, Good
3631,2019-09-03 20:01:00,21, Good
3632,2019-09-03 21:00:00,38, Good
3633,2019-09-03 22:00:00,40, Good
3634,2019-09-03 23:00:00,32, Good
3635,2019-09-04 00:00:00,24, Good
3636,2019-09-04 01:01:00,16, Good
3637,2019-09-04 02:00:00,10, Good
3638,2019-09-04 03:00:00,9, Good
3639,2019-09-04 04:01:00,7, Good
3640,2019-09-04 05:00:00,16, Good
3641,2019-09-04 06:01:00,25, Good
3642,2019-09-04 07:01:00,35, Good
3643,2019-09-04 08:00:00,62, Moderate
3644,2019-09-04 09:01:00,74, Moderate
3645,2019-09-04 10:00:00,63, Moderate
3646,2019-09-04 11:01:00,54, Moderate
3647,2019-09-04 12:00:00,54, Moderate
3648,2019-09-04 13:01:00,-999,
3649,2019-09-04 14:00:00,-999,
3650,2019-09-04 15:01:00,-999,
3651,2019-09-04 16:01:00,43, Good
3652,2019-09-04 17:01:00,47, Good
3653,2019-09-04 18:00:00,42, Good
3654,2019-09-04 19:01:00,52, Moderate
3655,2019-09-04 20:01:00,52, Moderate
3656,2019-09-04 21:00:00,47, Good
3657,2019-09-04 22:00:00,42, Good
3658,2019-09-04 23:00:00,38, Good
3659,2019-09-05 00:00:00,38, Good
3660,2019-09-05 01:01:00,35, Good
3661,2019-09-05 02:00:00,26, Good
3662,2019-09-05 03:00:00,25, Good
3663,2019-09-05 04:01:00,33, Good
3664,2019-09-05 05:00:00,33, Good
3665,2019-09-05 06:01:00,35, Good
3666,2019-09-05 07:01:00,32, Good
3667,2019-09-05 08:01:00,57, Moderate
3668,2019-09-05 09:01:00,61, Moderate
3669,2019-09-05 10:01:00,54, Moderate
3670,2019-09-05 11:01:00,55, Moderate
3671,2019-09-05 12:00:00,52, Moderate
3672,2019-09-05 13:01:00,47, Good
3673,2019-09-05 14:00:00,42, Good
3674,2019-09-05 15:01:00,38, Good
3675,2019-09-05 16:01:00,53, Moderate
3676,2019-09-05 17:01:00,53, Moderate
3677,2019-09-05 18:01:00,52, Moderate
3678,2019-09-05 19:00:00,47, Good
3679,2019-09-05 20:01:00,44, Good
3680,2019-09-05 21:01:00,43, Good
3681,2019-09-05 22:00:00,36, Good
3682,2019-09-05 23:00:00,43, Good
3683,2019-09-06 00:00:00,70, Moderate
3684,2019-09-06 01:00:00,76, Moderate
3685,2019-09-06 02:00:00,72, Moderate
3686,2019-09-06 03:01:00,68, Moderate
3687,2019-09-06 04:01:00,62, Moderate
3688,2019-09-06 05:01:00,54, Moderate
3689,2019-09-06 06:01:00,41, Good
3690,2019-09-06 07:01:00,45, Good
3691,2019-09-06 08:01:00,64, Moderate
3692,2019-09-06 09:01:00,67, Moderate
3693,2019-09-06 10:01:00,54, Moderate
3694,2019-09-06 11:01:00,51, Moderate
3695,2019-09-06 12:00:00,52, Moderate
3696,2019-09-06 13:01:00,47, Good
3697,2019-09-06 14:00:00,44, Good
3698,2019-09-06 15:01:00,45, Good
3699,2019-09-06 16:01:00,39, Good
3700,2019-09-06 17:01:00,32, Good
3701,2019-09-06 18:01:00,37, Good
3702,2019-09-06 19:01:00,39, Good
3703,2019-09-06 20:01:00,40, Good
3704,2019-09-06 21:00:00,43, Good
3705,2019-09-06 22:00:00,36, Good
3706,2019-09-06 23:00:00,30, Good
3707,2019-09-07 00:00:00,32, Good
3708,2019-09-07 01:01:00,29, Good
3709,2019-09-07 02:00:00,23, Good
3710,2019-09-07 03:00:00,22, Good
3711,2019-09-07 04:01:00,19, Good
3712,2019-09-07 05:00:00,20, Good
3713,2019-09-07 06:01:00,25, Good
3714,2019-09-07 07:01:00,25, Good
3715,2019-09-07 08:00:00,27, Good
3716,2019-09-07 09:01:00,27, Good
3717,2019-09-07 10:00:00,34, Good
3718,2019-09-07 11:01:00,38, Good
3719,2019-09-07 12:00:00,38, Good
3720,2019-09-07 13:01:00,35, Good
3721,2019-09-07 14:00:00,30, Good
3722,2019-09-07 15:01:00,34, Good
3723,2019-09-07 16:01:00,35, Good
3724,2019-09-07 17:01:00,36, Good
3725,2019-09-07 18:01:00,33, Good
3726,2019-09-07 19:00:00,37, Good
3727,2019-09-07 20:01:00,43, Good
3728,2019-09-07 21:00:00,49, Good
3729,2019-09-07 22:00:00,43, Good
3730,2019-09-07 23:00:00,36, Good
3731,2019-09-08 00:00:00,30, Good
3732,2019-09-08 01:00:00,23, Good
3733,2019-09-08 02:00:00,33, Good
3734,2019-09-08 03:01:00,37, Good
3735,2019-09-08 04:01:00,33, Good
3736,2019-09-08 05:01:00,29, Good
3737,2019-09-08 06:01:00,27, Good
3738,2019-09-08 07:01:00,28, Good
3739,2019-09-08 08:00:00,26, Good
3740,2019-09-08 09:01:00,32, Good
3741,2019-09-08 10:00:00,37, Good
3742,2019-09-08 11:01:00,56, Moderate
3743,2019-09-08 12:00:00,43, Good
3744,2019-09-08 13:01:00,40, Good
3745,2019-09-08 14:00:00,37, Good
3746,2019-09-08 15:01:00,35, Good
3747,2019-09-08 16:01:00,62, Moderate
3748,2019-09-08 17:01:00,64, Moderate
3749,2019-09-08 18:01:00,59, Moderate
3750,2019-09-08 19:00:00,54, Moderate
3751,2019-09-08 20:01:00,61, Moderate
3752,2019-09-08 21:00:00,51, Moderate
3753,2019-09-08 22:00:00,42, Good
3754,2019-09-08 23:00:00,40, Good
3755,2019-09-09 00:00:00,43, Good
3756,2019-09-09 01:00:00,36, Good
3757,2019-09-09 02:00:00,28, Good
3758,2019-09-09 03:01:00,25, Good
3759,2019-09-09 04:01:00,25, Good
3760,2019-09-09 05:00:00,25, Good
3761,2019-09-09 06:01:00,20, Good
3762,2019-09-09 07:01:00,27, Good
3763,2019-09-09 08:00:00,47, Good
3764,2019-09-09 09:01:00,48, Good
3765,2019-09-09 10:01:00,49, Good
3766,2019-09-09 11:01:00,50, Good
3767,2019-09-09 12:00:00,43, Good
3768,2019-09-09 13:01:00,43, Good
3769,2019-09-09 14:00:00,48, Good
3770,2019-09-09 15:01:00,49, Good
3771,2019-09-09 16:01:00,50, Good
3772,2019-09-09 17:01:00,52, Moderate
3773,2019-09-09 18:01:00,47, Good
3774,2019-09-09 19:01:00,52, Moderate
3775,2019-09-09 20:01:00,82, Moderate
3776,2019-09-09 21:00:00,73, Moderate
3777,2019-09-09 22:00:00,68, Moderate
3778,2019-09-09 23:01:00,58, Moderate
3779,2019-09-10 00:00:00,57, Moderate
3780,2019-09-10 01:00:00,52, Moderate
3781,2019-09-10 02:00:00,44, Good
3782,2019-09-10 03:00:00,43, Good
3783,2019-09-10 04:01:00,36, Good
3784,2019-09-10 05:01:00,30, Good
3785,2019-09-10 06:01:00,36, Good
3786,2019-09-10 07:01:00,35, Good
3787,2019-09-10 08:01:00,52, Moderate
3788,2019-09-10 09:01:00,59, Moderate
3789,2019-09-10 10:00:00,57, Moderate
3790,2019-09-10 11:01:00,58, Moderate
3791,2019-09-10 12:00:00,58, Moderate
3792,2019-09-10 13:01:00,56, Moderate
3793,2019-09-10 14:01:00,62, Moderate
3794,2019-09-10 15:01:00,60, Moderate
3795,2019-09-10 16:01:00,61, Moderate
3796,2019-09-10 17:01:00,60, Moderate
3797,2019-09-10 18:01:00,54, Moderate
3798,2019-09-10 19:01:00,60, Moderate
3799,2019-09-10 20:01:00,64, Moderate
3800,2019-09-10 21:00:00,60, Moderate
3801,2019-09-10 22:00:00,59, Moderate
3802,2019-09-10 23:00:00,54, Moderate
3803,2019-09-11 00:00:00,44, Good
3804,2019-09-11 01:01:00,37, Good
3805,2019-09-11 02:00:00,35, Good
3806,2019-09-11 03:01:00,32, Good
3807,2019-09-11 04:01:00,35, Good
3808,2019-09-11 05:01:00,34, Good
3809,2019-09-11 06:01:00,31, Good
3810,2019-09-11 07:01:00,30, Good
3811,2019-09-11 08:00:00,54, Moderate
3812,2019-09-11 09:01:00,60, Moderate
3813,2019-09-11 10:01:00,62, Moderate
3814,2019-09-11 11:01:00,56, Moderate
3815,2019-09-11 13:01:00,52, Moderate
3816,2019-09-11 14:00:00,57, Moderate
3817,2019-09-11 15:01:00,57, Moderate
3818,2019-09-11 16:01:00,68, Moderate
3819,2019-09-11 17:01:00,52, Moderate
3820,2019-09-11 18:00:00,51, Moderate
3821,2019-09-11 19:00:00,57, Moderate
3822,2019-09-11 20:01:00,75, Moderate
3823,2019-09-11 21:00:00,79, Moderate
3824,2019-09-11 22:00:00,77, Moderate
3825,2019-09-11 23:00:00,76, Moderate
3826,2019-09-12 00:00:00,74, Moderate
3827,2019-09-12 01:00:00,70, Moderate
3828,2019-09-12 02:00:00,65, Moderate
3829,2019-09-12 03:00:00,61, Moderate
3830,2019-09-12 04:00:00,60, Moderate
3831,2019-09-12 05:00:00,58, Moderate
3832,2019-09-12 06:01:00,53, Moderate
3833,2019-09-12 07:00:00,42, Good
3834,2019-09-12 08:00:00,54, Moderate
3835,2019-09-12 09:01:00,55, Moderate
3836,2019-09-12 10:00:00,36, Good
3837,2019-09-12 11:01:00,41, Good
3838,2019-09-12 12:00:00,58, Moderate
3839,2019-09-12 13:01:00,60, Moderate
3840,2019-09-12 14:00:00,58, Moderate
3841,2019-09-12 15:01:00,65, Moderate
3842,2019-09-12 16:01:00,70, Moderate
3843,2019-09-12 17:00:00,71, Moderate
3844,2019-09-12 18:00:00,65, Moderate
3845,2019-09-12 19:00:00,67, Moderate
3846,2019-09-12 20:01:00,79, Moderate
3847,2019-09-12 21:00:00,92, Moderate
3848,2019-09-12 22:00:00,102, Unhealthy for Sensitive Groups
3849,2019-09-12 23:00:00,104, Unhealthy for Sensitive Groups
3850,2019-09-13 00:00:00,98, Moderate
3851,2019-09-13 01:00:00,97, Moderate
3852,2019-09-13 02:00:00,90, Moderate
3853,2019-09-13 03:00:00,83, Moderate
3854,2019-09-13 04:00:00,77, Moderate
3855,2019-09-13 05:00:00,69, Moderate
3856,2019-09-13 06:01:00,64, Moderate
3857,2019-09-13 07:00:00,61, Moderate
3858,2019-09-13 08:00:00,63, Moderate
3859,2019-09-13 09:00:00,68, Moderate
3860,2019-09-13 10:00:00,59, Moderate
3861,2019-09-13 11:01:00,55, Moderate
3862,2019-09-13 12:00:00,50, Good
3863,2019-09-13 13:01:00,39, Good
3864,2019-09-13 14:00:00,30, Good
3865,2019-09-13 15:00:00,25, Good
3866,2019-09-13 16:01:00,19, Good
3867,2019-09-13 17:00:00,22, Good
3868,2019-09-13 18:00:00,21, Good
3869,2019-09-13 19:00:00,29, Good
3870,2019-09-13 20:01:00,42, Good
3871,2019-09-13 21:00:00,54, Moderate
3872,2019-09-13 22:00:00,61, Moderate
3873,2019-09-13 23:00:00,61, Moderate
3874,2019-09-14 00:00:00,57, Moderate
3875,2019-09-14 01:00:00,54, Moderate
3876,2019-09-14 02:00:00,49, Good
3877,2019-09-14 03:00:00,47, Good
3878,2019-09-14 04:00:00,40, Good
3879,2019-09-14 05:00:00,33, Good
3880,2019-09-14 06:01:00,27, Good
3881,2019-09-14 07:01:00,26, Good
3882,2019-09-14 08:00:00,40, Good
3883,2019-09-14 09:01:00,54, Moderate
3884,2019-09-14 10:00:00,54, Moderate
3885,2019-09-14 11:01:00,52, Moderate
3886,2019-09-14 12:00:00,50, Good
3887,2019-09-14 13:01:00,43, Good
3888,2019-09-14 14:00:00,49, Good
3889,2019-09-14 15:00:00,45, Good
3890,2019-09-14 16:01:00,33, Good
3891,2019-09-14 17:00:00,29, Good
3892,2019-09-14 18:00:00,27, Good
3893,2019-09-14 19:00:00,30, Good
3894,2019-09-14 20:01:00,36, Good
3895,2019-09-14 21:00:00,37, Good
3896,2019-09-14 22:00:00,35, Good
3897,2019-09-14 23:00:00,30, Good
3898,2019-09-15 00:00:00,28, Good
3899,2019-09-15 01:00:00,37, Good
3900,2019-09-15 02:00:00,35, Good
3901,2019-09-15 03:00:00,30, Good
3902,2019-09-15 04:01:00,37, Good
3903,2019-09-15 05:00:00,44, Good
3904,2019-09-15 06:01:00,34, Good
3905,2019-09-15 07:00:00,25, Good
3906,2019-09-15 08:00:00,31, Good
3907,2019-09-15 09:01:00,34, Good
3908,2019-09-15 10:00:00,40, Good
3909,2019-09-15 11:01:00,37, Good
3910,2019-09-15 12:00:00,43, Good
3911,2019-09-15 13:01:00,43, Good
3912,2019-09-15 14:00:00,40, Good
3913,2019-09-15 15:01:00,37, Good
3914,2019-09-15 16:01:00,29, Good
3915,2019-09-15 17:00:00,27, Good
3916,2019-09-15 18:00:00,24, Good
3917,2019-09-15 19:00:00,24, Good
3918,2019-09-15 20:01:00,25, Good
3919,2019-09-15 21:00:00,25, Good
3920,2019-09-15 22:00:00,33, Good
3921,2019-09-15 23:00:00,43, Good
3922,2019-09-16 00:00:00,38, Good
3923,2019-09-16 01:00:00,28, Good
3924,2019-09-16 02:00:00,20, Good
3925,2019-09-16 03:01:00,16, Good
3926,2019-09-16 04:00:00,12, Good
3927,2019-09-16 05:00:00,8, Good
3928,2019-09-16 06:01:00,4, Good
3929,2019-09-16 07:00:00,4, Good
3930,2019-09-16 08:00:00,16, Good
3931,2019-09-16 09:01:00,43, Good
3932,2019-09-16 10:00:00,49, Good
3933,2019-09-16 11:01:00,54, Moderate
3934,2019-09-16 12:00:00,52, Moderate
3935,2019-09-16 13:01:00,45, Good
3936,2019-09-16 14:00:00,55, Moderate
3937,2019-09-16 15:01:00,39, Good
3938,2019-09-16 16:01:00,40, Good
3939,2019-09-16 17:00:00,37, Good
3940,2019-09-16 18:00:00,33, Good
3941,2019-09-16 19:00:00,35, Good
3942,2019-09-16 20:01:00,38, Good
3943,2019-09-16 21:00:00,34, Good
3944,2019-09-16 22:00:00,27, Good
3945,2019-09-16 23:00:00,26, Good
3946,2019-09-17 00:00:00,28, Good
3947,2019-09-17 01:00:00,26, Good
3948,2019-09-17 02:00:00,32, Good
3949,2019-09-17 03:01:00,26, Good
3950,2019-09-17 04:01:00,15, Good
3951,2019-09-17 05:00:00,20, Good
3952,2019-09-17 06:01:00,20, Good
3953,2019-09-17 07:01:00,25, Good
3954,2019-09-17 08:01:00,39, Good
3955,2019-09-17 09:01:00,54, Moderate
3956,2019-09-17 10:01:00,59, Moderate
3957,2019-09-17 11:01:00,62, Moderate
3958,2019-09-17 12:00:00,62, Moderate
3959,2019-09-17 13:01:00,63, Moderate
3960,2019-09-17 14:00:00,60, Moderate
3961,2019-09-17 15:01:00,51, Moderate
3962,2019-09-17 16:01:00,50, Good
3963,2019-09-17 17:01:00,48, Good
3964,2019-09-17 18:01:00,51, Moderate
3965,2019-09-17 19:00:00,52, Moderate
3966,2019-09-17 20:01:00,52, Moderate
3967,2019-09-17 21:00:00,50, Good
3968,2019-09-17 22:00:00,39, Good
3969,2019-09-17 23:00:00,36, Good
3970,2019-09-18 00:01:00,35, Good
3971,2019-09-18 01:01:00,34, Good
3972,2019-09-18 02:01:00,29, Good
3973,2019-09-18 03:01:00,29, Good
3974,2019-09-18 04:01:00,31, Good
3975,2019-09-18 05:00:00,28, Good
3976,2019-09-18 06:01:00,30, Good
3977,2019-09-18 07:01:00,30, Good
3978,2019-09-18 08:01:00,50, Good
3979,2019-09-18 09:01:00,61, Moderate
3980,2019-09-18 10:01:00,54, Moderate
3981,2019-09-18 11:01:00,52, Moderate
3982,2019-09-18 12:00:00,52, Moderate
3983,2019-09-18 13:01:00,52, Moderate
3984,2019-09-18 14:01:00,50, Good
3985,2019-09-18 15:01:00,55, Moderate
3986,2019-09-18 16:01:00,52, Moderate
3987,2019-09-18 17:01:00,43, Good
3988,2019-09-18 18:01:00,60, Moderate
3989,2019-09-18 19:00:00,54, Moderate
3990,2019-09-18 20:01:00,53, Moderate
3991,2019-09-18 21:00:00,57, Moderate
3992,2019-09-18 22:00:00,53, Moderate
3993,2019-09-18 23:00:00,52, Moderate
3994,2019-09-19 00:00:00,-999,
3995,2019-09-19 01:00:00,36, Good
3996,2019-09-19 02:00:00,30, Good
3997,2019-09-19 03:00:00,36, Good
3998,2019-09-19 04:00:00,30, Good
3999,2019-09-19 05:00:00,25, Good
4000,2019-09-19 06:01:00,19, Good
4001,2019-09-19 07:00:00,15, Good
4002,2019-09-19 08:00:00,26, Good
4003,2019-09-19 09:00:00,53, Moderate
4004,2019-09-19 10:00:00,54, Moderate
4005,2019-09-19 11:01:00,49, Good
4006,2019-09-19 12:00:00,41, Good
4007,2019-09-19 13:01:00,35, Good
4008,2019-09-19 14:00:00,34, Good
4009,2019-09-19 15:00:00,46, Good
4010,2019-09-19 16:01:00,48, Good
4011,2019-09-19 17:00:00,53, Moderate
4012,2019-09-19 18:00:00,58, Moderate
4013,2019-09-19 19:01:00,62, Moderate
4014,2019-09-19 20:01:00,55, Moderate
4015,2019-09-19 21:00:00,60, Moderate
4016,2019-09-19 22:00:00,66, Moderate
4017,2019-09-19 23:00:00,63, Moderate
4018,2019-09-20 00:00:00,63, Moderate
4019,2019-09-20 01:00:00,47, Good
4020,2019-09-20 02:00:00,40, Good
4021,2019-09-20 03:00:00,33, Good
4022,2019-09-20 04:00:00,20, Good
4023,2019-09-20 05:00:00,20, Good
4024,2019-09-20 06:01:00,18, Good
4025,2019-09-20 07:01:00,20, Good
4026,2019-09-20 08:01:00,51, Moderate
4027,2019-09-20 09:01:00,63, Moderate
4028,2019-09-20 10:01:00,68, Moderate
4029,2019-09-20 11:01:00,63, Moderate
4030,2019-09-20 12:00:00,39, Good
4031,2019-09-20 13:01:00,25, Good
4032,2019-09-20 14:00:00,23, Good
4033,2019-09-20 15:01:00,20, Good
4034,2019-09-20 16:01:00,14, Good
4035,2019-09-20 17:01:00,13, Good
4036,2019-09-20 18:00:00,13, Good
4037,2019-09-20 19:01:00,21, Good
4038,2019-09-20 20:01:00,29, Good
4039,2019-09-20 21:00:00,54, Moderate
4040,2019-09-20 22:00:00,54, Moderate
4041,2019-09-20 23:00:00,52, Moderate
4042,2019-09-21 00:00:00,54, Moderate
4043,2019-09-21 01:00:00,54, Moderate
4044,2019-09-21 02:00:00,55, Moderate
4045,2019-09-21 03:00:00,53, Moderate
4046,2019-09-21 04:01:00,43, Good
4047,2019-09-21 05:00:00,32, Good
4048,2019-09-21 06:01:00,28, Good
4049,2019-09-21 07:01:00,33, Good
4050,2019-09-21 08:00:00,39, Good
4051,2019-09-21 09:01:00,43, Good
4052,2019-09-21 10:01:00,54, Moderate
4053,2019-09-21 11:01:00,37, Good
4054,2019-09-21 12:00:00,31, Good
4055,2019-09-21 13:01:00,28, Good
4056,2019-09-21 14:00:00,24, Good
4057,2019-09-21 15:00:00,25, Good
4058,2019-09-21 16:01:00,29, Good
4059,2019-09-21 17:00:00,27, Good
4060,2019-09-21 18:00:00,26, Good
4061,2019-09-21 19:01:00,32, Good
4062,2019-09-21 20:01:00,39, Good
4063,2019-09-21 21:00:00,34, Good
4064,2019-09-21 22:00:00,25, Good
4065,2019-09-21 23:00:00,17, Good
4066,2019-09-22 00:01:00,15, Good
4067,2019-09-22 01:01:00,32, Good
4068,2019-09-22 02:00:00,49, Good
4069,2019-09-22 03:00:00,35, Good
4070,2019-09-22 04:01:00,24, Good
4071,2019-09-22 05:01:00,14, Good
4072,2019-09-22 06:01:00,11, Good
4073,2019-09-22 07:01:00,10, Good
4074,2019-09-22 08:01:00,9, Good
4075,2019-09-22 09:01:00,15, Good
4076,2019-09-22 10:01:00,20, Good
4077,2019-09-22 11:01:00,22, Good
4078,2019-09-22 12:01:00,25, Good
4079,2019-09-22 13:01:00,33, Good
4080,2019-09-22 14:00:00,29, Good
4081,2019-09-22 15:01:00,23, Good
4082,2019-09-22 16:01:00,30, Good
4083,2019-09-22 17:00:00,38, Good
4084,2019-09-22 18:01:00,35, Good
4085,2019-09-22 19:01:00,32, Good
4086,2019-09-22 20:01:00,35, Good
4087,2019-09-22 21:01:00,46, Good
4088,2019-09-22 22:00:00,42, Good
4089,2019-09-22 23:00:00,38, Good
4090,2019-09-23 00:00:00,42, Good
4091,2019-09-23 01:00:00,38, Good
4092,2019-09-23 02:00:00,29, Good
4093,2019-09-23 03:00:00,25, Good
4094,2019-09-23 04:01:00,21, Good
4095,2019-09-23 05:00:00,14, Good
4096,2019-09-23 06:01:00,13, Good
4097,2019-09-23 07:01:00,21, Good
4098,2019-09-23 08:00:00,38, Good
4099,2019-09-23 09:00:00,40, Good
4100,2019-09-23 10:01:00,49, Good
4101,2019-09-23 11:01:00,49, Good
4102,2019-09-23 12:00:00,43, Good
4103,2019-09-23 13:01:00,47, Good
4104,2019-09-23 14:00:00,52, Moderate
4105,2019-09-23 15:01:00,59, Moderate
4106,2019-09-23 16:01:00,48, Good
4107,2019-09-23 17:01:00,48, Good
4108,2019-09-23 18:01:00,-999,
4109,2019-09-23 19:01:00,-999,
4110,2019-09-23 20:01:00,-999,
4111,2019-09-23 21:00:00,-999,
4112,2019-09-23 22:00:00,-999,
4113,2019-09-23 23:00:00,-999,
4114,2019-09-24 00:00:00,-999,
4115,2019-09-24 01:01:00,-999,
4116,2019-09-24 02:00:00,-999,
4117,2019-09-24 03:00:00,-999,
4118,2019-09-24 04:01:00,-999,
4119,2019-09-24 05:00:00,-999,
4120,2019-09-24 06:01:00,-999,
4121,2019-09-24 07:01:00,-999,
4122,2019-09-24 08:00:00,-999,
4123,2019-09-24 09:01:00,-999,
4124,2019-09-24 10:01:00,-999,
4125,2019-09-24 11:01:00,-999,
4126,2019-09-24 12:00:00,-999,
4127,2019-09-24 13:01:00,-999,
4128,2019-09-24 14:00:00,-999,
4129,2019-09-24 15:01:00,-999,
4130,2019-09-24 16:01:00,-999,
4131,2019-09-24 17:01:00,-999,
4132,2019-09-24 18:00:00,-999,
4133,2019-09-24 19:00:00,-999,
4134,2019-09-24 20:01:00,-999,
4135,2019-09-24 21:00:00,-999,
4136,2019-09-24 22:00:00,-999,
4137,2019-09-24 23:00:00,-999,
4138,2019-09-25 00:00:00,-999,
4139,2019-09-25 01:01:00,-999,
4140,2019-09-25 02:00:00,-999,
4141,2019-09-25 03:00:00,-999,
4142,2019-09-25 04:01:00,-999,
4143,2019-09-25 05:00:00,-999,
4144,2019-09-25 06:01:00,-999,
4145,2019-09-25 07:01:00,-999,
4146,2019-09-25 08:00:00,-999,
4147,2019-09-25 09:01:00,-999,
4148,2019-09-25 10:01:00,-999,
4149,2019-09-25 11:01:00,-999,
4150,2019-09-25 12:00:00,-999,
4151,2019-09-25 13:01:00,-999,
4152,2019-09-25 14:00:00,-999,
4153,2019-09-25 15:01:00,-999,
4154,2019-09-25 16:01:00,-999,
4155,2019-09-25 17:01:00,-999,
4156,2019-09-25 18:00:00,-999,
4157,2019-09-25 19:00:00,-999,
4158,2019-09-25 20:01:00,-999,
4159,2019-09-25 21:01:00,-999,
4160,2019-09-25 22:00:00,-999,
4161,2019-09-25 23:00:00,-999,
4162,2019-09-26 00:00:00,-999,
4163,2019-09-26 01:00:00,-999,
4164,2019-09-26 02:00:00,-999,
4165,2019-09-26 03:00:00,-999,
4166,2019-09-26 04:01:00,-999,
4167,2019-09-26 05:00:00,-999,
4168,2019-09-26 06:01:00,-999,
4169,2019-09-26 07:01:00,-999,
4170,2019-09-26 08:00:00,-999,
4171,2019-09-26 09:01:00,-999,
4172,2019-09-26 10:01:00,-999,
4173,2019-09-26 11:01:00,-999,
4174,2019-09-26 12:00:00,-999,
4175,2019-09-26 13:01:00,23, Good
4176,2019-09-26 14:00:00,17, Good
4177,2019-09-26 15:01:00,17, Good
4178,2019-09-26 16:01:00,25, Good
4179,2019-09-26 17:01:00,51, Moderate
4180,2019-09-26 18:01:00,56, Moderate
4181,2019-09-26 19:01:00,58, Moderate
4182,2019-09-26 20:01:00,68, Moderate
4183,2019-09-26 21:00:00,67, Moderate
4184,2019-09-26 22:00:00,131, Unhealthy for Sensitive Groups
4185,2019-09-26 23:00:00,154, Unhealthy
4186,2019-09-27 00:01:00,152, Unhealthy
4187,2019-09-27 01:00:00,152, Unhealthy
4188,2019-09-27 02:00:00,154, Unhealthy
4189,2019-09-27 03:01:00,160, Unhealthy
4190,2019-09-27 04:01:00,162, Unhealthy
4191,2019-09-27 05:00:00,161, Unhealthy
4192,2019-09-27 06:01:00,158, Unhealthy
4193,2019-09-27 07:01:00,140, Unhealthy for Sensitive Groups
4194,2019-09-27 08:00:00,117, Unhealthy for Sensitive Groups
4195,2019-09-27 09:01:00,110, Unhealthy for Sensitive Groups
4196,2019-09-27 10:01:00,91, Moderate
4197,2019-09-27 11:01:00,72, Moderate
4198,2019-09-27 12:05:00,58, Moderate
4199,2019-09-27 13:05:00,53, Moderate
4200,2019-09-27 14:05:00,51, Moderate
4201,2019-09-27 15:05:00,48, Good
4202,2019-09-27 16:05:00,60, Moderate
4203,2019-09-27 17:05:00,67, Moderate
4204,2019-09-27 18:05:00,56, Moderate
4205,2019-09-27 19:05:00,46, Good
4206,2019-09-27 20:05:00,80, Moderate
4207,2019-09-27 21:05:00,79, Moderate
4208,2019-09-27 22:05:00,92, Moderate
4209,2019-09-27 23:05:00,95, Moderate
4210,2019-09-28 00:05:00,100, Moderate
4211,2019-09-28 01:05:00,92, Moderate
4212,2019-09-28 02:05:00,82, Moderate
4213,2019-09-28 03:05:00,81, Moderate
4214,2019-09-28 04:05:00,75, Moderate
4215,2019-09-28 05:05:00,71, Moderate
4216,2019-09-28 06:05:00,70, Moderate
4217,2019-09-28 07:05:00,93, Moderate
4218,2019-09-28 08:05:00,120, Unhealthy for Sensitive Groups
4219,2019-09-28 09:05:00,152, Unhealthy
4220,2019-09-28 10:05:00,147, Unhealthy for Sensitive Groups
4221,2019-09-28 11:05:00,119, Unhealthy for Sensitive Groups
4222,2019-09-28 12:05:00,108, Unhealthy for Sensitive Groups
4223,2019-09-28 13:05:00,111, Unhealthy for Sensitive Groups
4224,2019-09-28 14:05:00,98, Moderate
4225,2019-09-28 15:05:00,75, Moderate
4226,2019-09-28 16:05:00,70, Moderate
4227,2019-09-28 17:05:00,64, Moderate
4228,2019-09-28 18:05:00,55, Moderate
4229,2019-09-28 19:05:00,55, Moderate
4230,2019-09-28 20:05:00,69, Moderate
4231,2019-09-28 21:05:00,82, Moderate
4232,2019-09-28 22:05:00,88, Moderate
4233,2019-09-28 23:05:00,98, Moderate
4234,2019-09-29 00:05:00,99, Moderate
4235,2019-09-29 01:05:00,90, Moderate
4236,2019-09-29 02:05:00,76, Moderate
4237,2019-09-29 03:05:00,67, Moderate
4238,2019-09-29 04:05:00,66, Moderate
4239,2019-09-29 05:05:00,79, Moderate
4240,2019-09-29 06:05:00,86, Moderate
4241,2019-09-29 07:05:00,95, Moderate
4242,2019-09-29 08:05:00,100, Moderate
4243,2019-09-29 09:05:00,95, Moderate
4244,2019-09-29 10:05:00,88, Moderate
4245,2019-09-29 11:05:00,77, Moderate
4246,2019-09-29 12:05:00,85, Moderate
4247,2019-09-29 13:05:00,91, Moderate
4248,2019-09-29 14:05:00,85, Moderate
4249,2019-09-29 15:05:00,78, Moderate
4250,2019-09-29 16:05:00,79, Moderate
4251,2019-09-29 17:05:00,71, Moderate
4252,2019-09-29 18:05:00,66, Moderate
4253,2019-09-29 19:05:00,65, Moderate
4254,2019-09-29 20:05:00,72, Moderate
4255,2019-09-29 21:05:00,79, Moderate
4256,2019-09-29 22:05:00,89, Moderate
4257,2019-09-29 23:05:00,126, Unhealthy for Sensitive Groups
4258,2019-09-30 00:05:00,129, Unhealthy for Sensitive Groups
4259,2019-09-30 01:05:00,102, Unhealthy for Sensitive Groups
4260,2019-09-30 02:05:00,76, Moderate
